
 OutputPower - Pipe
0	0	0	0	0	0	0	0	0	0	0	0	0	-2.19726e-005	0	0	0	0	0	-35.0001	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-1.13687e-013	0	0	0	0	0	0	-4.10006e-005	0	0	0	0	0	
0	0	0	0	0	0	-41.3693	0	-1.13687e-013	0	0	0	-5.68434e-014	0	0	0	0	0	-5.68434e-014	0	0	0	0	0	
0	0	0	0	0	0	0	-1.46484e-005	0	0	0	0	-1.26415e-005	0	-4.63867e-005	0	0	0	0	0	0	0	0	0	
0	0	0	0	-13.08	0	0	0	-0.000188904	0	0	0	0	0	-5.68434e-014	-1.13687e-013	0	0	-1.77636e-015	0	0	0	-1.13687e-013	0	
output power
1200	1200	1200	1200	1200	1200	1200	1200	1080.72	410.12	40.624	0	78.7062	1200	1200	1200	1200	277.555	0	1165	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	962.504	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1158.63	1200	960.845	629.28	435.136	337.496	490.994	0	1080.11	1199.38	1060.23	573.965	461.879	655.34	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1194.28	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1164.5	1186.92	1200	1164.14	1092.14	7.37495	0	0	0	0	592.46	451.749	896.122	377.686	0	13.8815	0	1200	1200	982.04	1200	

output up reserve
0	0	0	0	0	526.372	0	0	0	0	0	0	78.7062	0	1015.01	0	1024.41	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1071.38	0	0	962.504	661.53	1108.95	0	0	0	1200	1200	389.826	798.952	0	488.796	0	
0	0	0	0	385.308	0	0	0	0	0	40.624	315.696	490.994	0	0	0	0	3.048	26.7426	655.34	0	620.312	0	0	
0	0	0	0	0	0	0	0	0	1184.26	1200	0	0	0	0	958.65	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	740.586	902.286	0	0	0	0	0	0	0	0	0	0	13.8815	0	0	0	0	432.278	

output down reserve
0	0	0	0	0	0	0	0	119.28	444.097	465.234	479.325	461.711	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10006e-005	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.766	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451.143	0	0	0	0	183.298	0	
