output power
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	291	876.12	1200	978.6	1112.52	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0	466.2	0	1200	1200	1200	1200	86.04	876.12	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	

output up reserve
700.56	683.48	615.16	581	700.56	957.04	1200	1007.72	1200	1020	0	0	1200	1200	1200	1110.2	1079.76	0	1200	1200	1160.64	1127.84	888.72	785.96	
0	0	0	0	0	0	146.52	0	507.96	0	876.12	1064.43	0	0	0	0	0	0	0	330.12	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054.16	193.68	0	0	0	0	0	

output down reserve
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
