0.305600566543511	-0.490122865932817	-0.00925015532945356	-0.00787721731881845	-0.00787721731881845	-0.00787721731881845	-0.00698182296405645	-0.00415494733006902	-0.00415494733006902	-0.00925015532945352	-0.00925015532945352	0.240232064935936	-0.0488854800816871	-0.00925015532945352	-0.00925015532945352	-0.00725629631069518	-0.00592174460131118	-0.00925015532945356	-0.00537222663059229	0.0196133720103704	-0.00486166623856586	-0.00415494733006902	-0.00415494733006902	-0.000624112292046328	-0.008719106013013	-0.00415494733006902	-0.00415494733006902	0.0169192275034515	-0.00415494733006902	0.0142250829965324	0	
0.69439943345649	0.490122865932817	0.00925015532945365	0.00787721731881864	0.00787721731881864	0.00787721731881864	0.00698182296405647	0.00415494733006902	0.00415494733006902	0.00925015532945365	0.00925015532945365	-0.240232064935935	0.0488854800816871	0.00925015532945376	0.00925015532945376	0.00725629631069535	0.00592174460131115	0.00925015532945376	0.00537222663059245	-0.0196133720103701	0.00486166623856594	0.00415494733006902	0.00415494733006902	0.000624112292046388	0.00871910601301317	0.00415494733006902	0.00415494733006902	-0.0169192275034514	0.00415494733006902	-0.0142250829965323	0	
0.30560056654351	0.509877134067182	-0.00925015532945366	-0.00787721731881856	-0.00787721731881856	-0.00787721731881856	-0.00698182296405651	-0.00415494733006906	-0.00415494733006906	-0.00925015532945368	-0.00925015532945368	0.240232064935936	-0.0488854800816872	-0.00925015532945366	-0.00925015532945366	-0.00725629631069527	-0.00592174460131122	-0.00925015532945366	-0.00537222663059236	0.0196133720103703	-0.00486166623856592	-0.00415494733006906	-0.00415494733006906	-0.000624112292046412	-0.00871910601301308	-0.00415494733006906	-0.00415494733006906	0.0169192275034512	-0.00415494733006906	0.0142250829965323	0	
0	8.67361737988404E-17	0.5	0	0	0	1.73472347597681E-16	0	1.73472347597681E-16	-0.223756906077348	0.223756906077348	8.67361737988404E-17	8.67361737988404E-17	-0.223756906077348	0.223756906077348	0	0	1.73472347597681E-16	0	0	0	0	8.67361737988404E-17	0	0	0	8.67361737988404E-17	0	0	0	0	
0	8.67361737988404E-17	0.5	0	0	0	1.73472347597681E-16	0	1.73472347597681E-16	0.223756906077348	-0.223756906077348	8.67361737988404E-17	8.67361737988404E-17	0.223756906077348	-0.223756906077348	0	0	1.73472347597681E-16	0	0	0	0	8.67361737988404E-17	0	0	0	8.67361737988404E-17	0	0	0	0	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0441497841497214	0.0456421080743247	0.0710713077495667	0.442034565029734	0.442034565029734	0.442034565029734	-0.316032875874503	-0.103586525407664	-0.103586525407664	0.0710713077495668	0.0710713077495668	0.0436722404938483	0.0488655277514681	0.0710713077495668	0.0710713077495668	-0.0455909130900087	-0.236365494449439	0.0710713077495667	-0.0540763488157859	0.0420605306552767	-0.156698113024374	-0.103586525407664	-0.103586525407664	0.0614530776788803	0.0692100964883217	-0.103586525407664	-0.103586525407664	0.0362829852355958	-0.103586525407664	0.0305054398159149	0	
-0.0441497841497212	-0.0456421080743246	-0.0710713077495665	0.557965434970266	0.557965434970266	0.557965434970266	0.316032875874504	0.103586525407664	0.103586525407664	-0.0710713077495664	-0.0710713077495664	-0.0436722404938482	-0.0488655277514679	-0.0710713077495664	-0.0710713077495664	0.0455909130900088	0.236365494449439	-0.0710713077495665	0.054076348815786	-0.0420605306552764	0.156698113024374	0.103586525407664	0.103586525407664	-0.0614530776788799	-0.0692100964883214	0.103586525407664	0.103586525407664	-0.0362829852355956	0.103586525407664	-0.0305054398159148	0	
-0.00812018008233256	-0.00839465342897128	-0.0130716792556958	0.23573492650604	0.23573492650604	0.23573492650604	0.398000104176737	0.0746374267458806	0.0746374267458807	-0.0130716792556958	-0.0130716792556958	-0.00803234861140811	-0.00898751585771101	-0.0130716792556958	-0.0130716792556958	-0.129456259644483	0.276739100140166	-0.0130716792556958	-0.0568233855617592	-0.0077359173970383	0.155478096103595	0.0746374267458806	0.0746374267458807	-0.0113026613148057	-0.0127293588819127	0.0746374267458806	0.0746374267458807	-0.00667329138096161	0.0746374267458807	-0.00561066536488491	0	
