
 OutputPower - Pipe
0	0	0	0	0	0	0	0	0	0	-50.0001	0	-9.11871e-006	0	0	0	0	0	-2.19726e-005	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
output power
1200	1200	1200	1200	1128.92	1200	1135.34	1106.54	1200	910.7	450.16	0	411.9	1200	1134.66	1200	1200	1200	514.46	1200	1200	1200	1200	1200	
734.633	540.348	1154.55	765.977	1200	1200	1124	1200	1200	1127.4	1053.3	1127.7	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
937.746	762.89	0	0	1200	1200	1138.8	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	969.22	960	1200	1200	1200	1200	1200	
0	0	454.802	105.089	1200	1200	1200	1200	1200	1200	1200	1200	1185.5	1200	1200	1200	1200	910	1200	1200	1200	1200	1200	1200	

output up reserve
0	0	0	639.1	0	0	0	1106.54	942.756	0	450.16	0	0	1200	0	0	848.816	1200	81.248	0	397.904	0	0	0	
0	0	340.676	0	0	0	0	0	0	0	0	156.4	76.96	0	830.028	0	1200	296.096	1200	0	0	1200	0	0	
0	79.828	0	0	770.616	0	0	0	0	1200	831.088	1200	1200	1017.91	0	717.3	0	0	0	980.332	0	0	0	0	
0	0	0	0	0	1052.74	1200	517.232	1200	1168.52	1200	1200	1185.5	0	1200	1200	0	910	1200	1200	1200	0	977.592	864.556	

output down reserve
0	0	0	0	71.08	0	64.66	0	0	0	0	0	788.1	0	0	0	0	0	0	0	0	0	0	0	
0	0	45.4532	0	0	0	0	0	0	0	146.7	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	239.663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	
