
 OutputPower - Pipe
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-39.54	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
output power
1200	1200	1200	1200	1128.92	1200	1135.34	1106.54	1200	910.7	450.16	0	411.9	1200	1134.66	1200	1200	1200	474.92	1200	1200	1200	1200	1200	
734.633	540.348	1154.55	765.977	1200	1200	1124	1200	1200	1127.4	1053.3	1127.7	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
937.746	762.89	0	0	1200	1200	1138.8	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	969.22	960	1200	1200	1200	1200	1200	
0	0	454.802	105.089	1200	1200	1200	1200	1200	1200	1200	1200	1185.5	1200	1200	1200	1200	910	1200	1200	1200	1200	1200	1200	

output up reserve
0	415.828	0	239.1	0	0	0	1106.54	710.556	910.7	81.248	0	0	1200	0	717.3	0	1200	474.92	980.332	97.904	0	0	0	
0	0	0	0	0	0	0	517.232	0	0	0	1127.7	1200	822.748	332.828	0	1200	1200	1200	0	0	1200	0	0	
0	0	0	0	770.616	0	0	0	0	1200	1200	228.7	1200	0	0	0	577.616	6.096	766.788	0	0	0	0	0	
0	0	0	0	0	1052.74	1200	0	1200	257.82	1200	1200	62.46	0	1200	1200	0	0	0	1200	1200	0	977.592	864.556	

output down reserve
0	0	0	0	71.08	0	64.66	0	0	0	630.468	958.65	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	72.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288.981	0	0	239.663	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	
