
 OutputPower - Pipe
0	0	0	0	0	0	-64.66	0	0	0	-14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-72.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-1.13687e-013	0	0	0	0	0	0	0	0	0	0	-1.83105e-005	0	0	0	0	0	-1.13687e-013	-240	0	0	0	0	0	
0	0	-5.68434e-014	0	0	0	0	0	0	0	0	0	-14.5	0	0	0	0	-290	0	0	0	0	0	0	
output power
1200	1200	1200	1200	1128.92	1200	1135.34	1106.54	1200	1198.7	773.46	412.2	791.9	1200	1200	1200	1200	1200	514.46	1200	1200	1200	1200	1200	
734.633	540.348	1154.55	765.977	1200	1200	1200	1200	1200	1127.4	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
937.746	762.89	0	0	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	969.22	960	1200	1200	1200	1200	1200	
0	0	454.802	105.089	1200	1200	1200	1200	1200	1200	1200	1200	1185.5	1200	1200	1200	1200	910	1200	1200	1200	1200	1200	1200	

output up reserve
0	0	0	639.1	0	0	0	0	1200	0	81.248	412.2	0	1200	0	1200	1200	0	514.46	980.332	0	0	0	0	
0	415.828	0	0	770.616	0	0	0	0	1039.52	1200	1200	1200	0	454.028	0	0	1200	0	0	0	1200	0	0	
0	0	0	0	0	1052.74	0	0	0	1200	0	944.2	62.46	1017.91	0	0	0	969.22	737.788	0	0	0	977.592	864.556	
0	0	454.802	0	0	0	1200	1200	480.713	0	1200	0	1185.5	0	1200	24.9	621.796	236.876	1200	1200	1200	0	0	0	

output down reserve
0	0	0	0	0	0	0	93.46	0	0	0	787.8	408.1	0	0	0	0	0	685.54	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	
